RMSE,MAE,R2,DirAcc,Config,N_Features
0.019189793554606805,0.013239581222815837,0.03061392727014156,52.837078651685395,No_Sentiment,43
0.019194822062306764,0.013239759841402675,0.030105823419577793,52.92134831460674,VADER_Only,53
0.019175367347570003,0.013228567610211949,0.03207087964370636,52.92134831460674,FinBERT_Only,52
0.01918578879104657,0.013235548959353163,0.03101849201129081,52.89325842696629,Both_VADER_FinBERT,62
