RMSE,MAE,MAPE,R2,Directional_Accuracy,Ticker,Model
0.019599926465755778,0.013533703008139619,176.12968881346117,-0.009325621041336385,48.93018018018018,ALL,Ridge
0.019533098756880973,0.01340084646365677,99.91554054054053,-0.0024545821219810193,0.08445945945945946,ALL,ZeroBaseline
0.01909944078117721,0.012461226750051606,125.67671264876165,0.013307839336495153,48.03370786516854,AAPL,Ridge
0.019254738146112373,0.012466560704116001,100.0,-0.0028029623295993122,0.0,AAPL,ZeroBaseline
0.02252647508165609,0.015742796123120184,119.22161447213699,-0.0005106169478210631,49.157303370786515,AMZN,Ridge
0.022535344568459847,0.015706072703545924,100.0,-0.0012986463835942264,0.0,AMZN,ZeroBaseline
0.02090411772165354,0.015202359074789779,136.85609585592425,-0.03171996927697207,46.06741573033708,GOOGL,Ridge
0.020685838578669482,0.014924416107872051,100.0,-0.0102861849880036,0.0,GOOGL,ZeroBaseline
0.013013079952438602,0.00932851273281678,178.0167330733095,-0.05749650416230412,47.12643678160919,JNJ,Ridge
0.01273843153252969,0.009152435107258135,100.0,-0.013329435741620266,0.0,JNJ,ZeroBaseline
0.01526625590327173,0.011057729185266752,269.43041888567376,-0.0012908523153618567,49.43820224719101,JPM,Ridge
0.015311899543089372,0.010995523722031365,99.71910112359551,-0.007287198890617574,0.2808988764044944,JPM,ZeroBaseline
0.0258061660898518,0.017461610508721977,153.43981930199456,-0.00697029261913551,49.71910112359551,META,Ridge
0.02571719710981363,0.017234959350601757,100.0,-3.9027707597227845e-05,0.0,META,ZeroBaseline
0.019659891795776964,0.013056135547749797,172.96446058504645,-0.0390004084209159,50.56179775280899,MSFT,Ridge
0.01929741394614844,0.0126302161769006,100.0,-0.0010406134241642828,0.0,MSFT,ZeroBaseline
0.025369453285744595,0.0187279233726023,113.18217805708493,0.002422106628649834,51.68539325842697,NVDA,Ridge
0.025462584608463283,0.018767277542055923,100.0,-0.004915558577403889,0.0,NVDA,ZeroBaseline
0.012745019945487091,0.009855458524044809,180.9766175265635,-0.05194078965366988,49.157303370786515,PG,Ridge
0.012431643744321647,0.009698716241272606,99.71910112359551,-0.0008462551591981171,0.2808988764044944,PG,ZeroBaseline
0.016328438613410483,0.012348779604359776,311.5746432171012,0.010258642047547673,48.31460674157304,XOM,Ridge
0.016450715651573723,0.012336817062792032,99.71910112359551,-0.00462040295539512,0.2808988764044944,XOM,ZeroBaseline
0.01925527545909084,0.013282535649820786,179.78622167620676,0.025858858829977294,52.702702702702695,ALL,RandomForest
0.019533098756880973,0.01340084646365677,99.91554054054053,-0.0024545821219810193,0.08445945945945946,ALL,ZeroBaseline
0.01860169600574855,0.012149040120136472,110.7983045048334,0.06406549208119516,54.21348314606742,AAPL,RandomForest
0.019254738146112373,0.012466560704116001,100.0,-0.0028029623295993122,0.0,AAPL,ZeroBaseline
0.02240178426409184,0.01566370080113464,109.12257805151397,0.010534982467715004,51.40449438202247,AMZN,RandomForest
0.022535344568459847,0.015706072703545924,100.0,-0.0012986463835942264,0.0,AMZN,ZeroBaseline
0.020495659398038716,0.01485439294362717,111.88362297821084,0.008204936995720336,51.40449438202247,GOOGL,RandomForest
0.020685838578669482,0.014924416107872051,100.0,-0.0102861849880036,0.0,GOOGL,ZeroBaseline
0.01239503090086198,0.008982290473103016,118.07808349980169,0.04056850291793768,56.03448275862068,JNJ,RandomForest
0.01273843153252969,0.009152435107258135,100.0,-0.013329435741620266,0.0,JNJ,ZeroBaseline
0.014903210071484804,0.010809503184777955,334.0339385898329,0.045766149179934046,55.61797752808989,JPM,RandomForest
0.015311899543089372,0.010995523722031365,99.71910112359551,-0.007287198890617574,0.2808988764044944,JPM,ZeroBaseline
