Date,Close,High,Low,Open,Volume,is_outlier
2017-01-03,2.5091471672058105,2.616390360672771,2.444456752900813,2.5679340088401847,1501996000,False
2017-01-04,2.567687749862671,2.5949905081166054,2.497340079223391,2.5433366601693703,1199220000,False
2017-01-05,2.5025055408477783,2.602861572203357,2.485533504587961,2.571131427124845,984296000,False
2017-01-06,2.535957336425781,2.5642439030004542,2.489222784664614,2.5298079298383245,822856000,False
2017-01-09,2.638772964477539,2.6564829745176217,2.5457962327826964,2.5457962327826964,916248000,False
2017-01-10,2.618849754333496,2.685753617760832,2.598188073918425,2.651809780371361,880920000,False
2017-01-11,2.586627244949341,2.612208214477397,2.5617842511588704,2.607288923570556,525664000,False
2017-01-12,2.544320583343506,2.5753129873046032,2.4995538818778806,2.563752382673888,625616000,False
2017-01-13,2.5440750122070312,2.5826923101747448,2.5349739350591243,2.5482563282584114,457820000,False
2017-01-17,2.487009048461914,2.5384168199208146,2.4737266588724176,2.533497529313088,580612000,False
2017-01-18,2.5322682857513428,2.539155435082165,2.437815583452183,2.4656102509269693,654424000,False
2017-01-19,2.586627244949341,2.618603456859412,2.533005777727749,2.5352194703646225,644872000,False
2017-01-20,2.558340787887573,2.6269666700563827,2.536449461524009,2.6092566590430595,492024000,False
2017-01-23,2.5849053859710693,2.60482908829994,2.550715482376114,2.553175245048988,369904000,False
2017-01-24,2.640003204345703,2.646152611962438,2.5802323228513475,2.594990666555596,428052000,False
2017-01-25,2.651317596435547,2.6884591686835297,2.6154059055359467,2.682309761941616,522760000,False
2017-01-26,2.697068214416504,2.704447268234254,2.62450685391027,2.654023303757161,458800000,False
2017-01-27,2.749214172363281,2.752165841027187,2.6773907822186884,2.703955565617933,471996000,False
2017-01-30,2.7061688899993896,2.730519977229034,2.654269211758856,2.7283062846764983,496004000,False
2017-01-31,2.6855080127716064,2.706907436249648,2.661402755980484,2.6798507451503157,362756000,False
2017-02-01,2.802835464477539,2.8070167794378063,2.7022333783973207,2.719943153183032,590004000,False
2017-02-02,2.8382554054260254,2.846864575777649,2.756347363205696,2.786847626321938,483240000,False
2017-02-03,2.8134124279022217,2.8508000744601367,2.801605987864913,2.839731375654223,372744000,False
2017-02-06,2.8854825496673584,2.885974455459737,2.8040661593416534,2.8040661593416534,506768000,False
2017-02-07,2.9302492141723637,2.974277948664575,2.899994779951244,2.9196724187887924,746224000,False
2017-02-08,2.917458295822144,2.9346761686253675,2.862606703843993,2.9122929339811763,449580000,False
2017-02-09,2.862607002258301,2.9285273006464063,2.84342150460666,2.9236077738606894,842568000,False
2017-02-10,2.794718742370605,2.9688657794264377,2.7696296769747337,2.949926121251853,1651092000,False
2017-02-13,2.665830612182617,2.8035740775941367,2.661402991177167,2.7890618020379416,1180724000,False
2017-02-14,2.675668954849243,2.709366956561339,2.6144221242131955,2.656237155985113,850632000,False
2017-02-15,2.681079864501953,2.700757496806212,2.6505796048031165,2.678620336395831,373020000,False
2017-02-16,2.638035774230957,2.6919033221776854,2.598926336490382,2.690673440564517,647176000,False
2017-02-17,2.6375436782836914,2.641971299080748,2.5775269558376817,2.62450735520154,563740000,False
2017-02-21,2.731996774673462,2.73593225538289,2.661894924962012,2.662140995133329,551952000,False
2017-02-22,2.727809429168701,2.753422685299107,2.7088456328767934,2.7440639774920776,433772000,False
2017-02-23,2.4748785495758057,2.620184426073657,2.4549299359358927,2.5982654717006426,1592888000,False
2017-02-24,2.4987680912017822,2.512067246564421,2.3569101208376817,2.390650653194142,1029904000,False
2017-02-27,2.5714211463928223,2.5864442626313653,2.501231065421149,2.5169930888980403,715400000,False
2017-02-28,2.499260663986206,2.5908774085511657,2.4820210613213884,2.5810259386033034,625360000,False
2017-03-01,2.531524181365967,2.5704366038153617,2.490148890880933,2.556152157106279,504804000,False
2017-03-02,2.438182592391968,2.53275471854796,2.435473579435228,2.5187166575620576,754332000,False
2017-03-03,2.424145460128784,2.432518882060817,2.369717160646537,2.427593381195858,864692000,False
2017-03-06,2.405428171157837,2.416018315671601,2.3438578803237924,2.3879421841342783,883568000,False
2017-03-07,2.431779623031616,2.451235947557968,2.3926210630228404,2.405427692240396,603400000,False
2017-03-08,2.427346706390381,2.4948277746307346,2.425130219526073,2.4800508040820524,638712000,False
2017-03-09,2.426853895187378,2.449265376779429,2.398777771874124,2.411338254085188,478060000,False
2017-03-10,2.441138744354248,2.465028046543625,2.4229140853751447,2.453206703255778,499740000,False
2017-03-13,2.508373260498047,2.518224495706621,2.450743428835497,2.451482336065933,774136000,False
2017-03-14,2.5066492557525635,2.530538318683901,2.474386302478087,2.521179845042907,522016000,False
2017-03-15,2.5256123542785645,2.5364486403620106,2.4706915470359947,2.5182239880794843,615036000,False
2017-03-16,2.5566444396972656,2.557137201154976,2.5221652299775994,2.536203294594321,523100000,False
2017-03-17,2.6123032569885254,2.613534690457664,2.5566435445942948,2.5741295240609903,1119688000,False
2017-03-20,2.695546865463257,2.699487547643091,2.613781585619469,2.6297899904360813,748568000,False
2017-03-21,2.6083626747131348,2.7081066756432284,2.600481782058514,2.6783065952285847,913484000,False
2017-03-22,2.66156005859375,2.6662394129479843,2.5933400842769565,2.5972805313984235,616764000,False
