Date,Close,High,Low,Open,Volume,is_outlier
2017-01-03,40.01969146728516,40.18957230095374,39.46893249162255,39.65367133267564,39180000,False
2017-01-04,40.00780487060547,40.28813829639935,39.82653112854575,40.11280473449718,30306000,False
2017-01-05,40.267826080322266,40.30348605030842,39.916172751204776,39.99442667919496,26810000,False
2017-01-06,40.871578216552734,41.05731083176217,40.19253868706999,40.36539335727956,40342000,False
2017-01-09,40.969146728515625,41.13011347439341,40.69376730759002,40.929027851080434,28178000,False
2017-01-10,40.91119766235352,41.07959719578592,40.769052812154335,40.96369947134061,23948000,False
2017-01-11,41.10188674926758,41.10386680897781,40.686342500652046,40.94141500172095,26508000,False
2017-01-12,41.08554458618164,41.12764352837239,40.66355757691769,41.02858385962358,26990000,False
2017-01-13,41.15537643432617,41.33912521005711,41.08504653090001,41.15834652373585,25804000,False
2017-01-17,40.9830207824707,41.11773664492031,40.77202727284689,41.108822597081016,28818000,False
2017-01-18,41.060279846191406,41.099408695071226,40.81560645507907,41.09891368017955,20554000,False
2017-01-19,40.82997512817383,41.25741109978435,40.80967195730973,41.05929553208775,21410000,False
2017-01-20,41.018184661865234,41.07118149004128,40.841366082126086,41.06374870850672,26124000,False
2017-01-23,41.82351303100586,41.878489908373126,41.0444276871283,41.18855635965167,49148000,False
2017-01-24,42.07611846923828,42.17467934399968,41.71703236691777,41.94981786432225,33768000,False
2017-01-25,42.51791000366211,42.53474806755264,42.086513969999984,42.27522044949486,33108000,False
2017-01-26,42.445106506347656,42.64421210203175,42.12515302287298,42.5476312832944,69866000,False
2017-01-27,41.85323333740234,42.94137809772507,41.698210543687,42.5451507953336,75050000,False
2017-01-30,40.80323028564453,41.46691304798565,40.66454675231036,41.45849401547241,70338000,False
2017-01-31,40.62294387817383,40.7655875346256,40.28664357520171,40.588768953567886,40404000,False
2017-02-01,40.377777099609375,40.81164822539706,40.22968450787155,40.81164822539706,45020000,False
2017-02-02,40.5273551940918,40.83938844493394,40.2197846354271,40.36589340404101,33784000,False
2017-02-03,40.61997604370117,40.91714751041928,40.58134220374433,40.76856366643034,30562000,False
2017-02-06,40.69376754760742,40.73190258702195,40.33072136778282,40.65909761234897,27018000,False
2017-02-07,41.0706787109375,41.20391329085422,40.77648115984428,40.88593991013349,33332000,False
2017-02-08,41.102874755859375,41.31931718822498,40.86662416988669,41.135069618265405,26044000,False
2017-02-09,41.11178970336914,41.206885469220914,40.93546992547796,41.19450253889045,23884000,False
2017-02-10,41.34903717041016,41.46295106892511,41.13408354083997,41.254931427405566,28302000,False
2017-02-13,41.55259704589844,41.69028676166298,41.41837243440296,41.49018738165871,25914000,False
