file,rows_in,rows_out,gaps_remaining,outliers_flagged,ohlc_violations
MSFT.csv,2417,2417,0,9,0
AAPL.csv,2417,2417,0,7,0
JPM.csv,2417,2417,0,9,0
PG.csv,2417,2417,0,8,0
XOM.csv,2417,2417,0,5,0
GOOGL.csv,2417,2417,0,13,0
NVDA.csv,2417,2417,0,7,0
JNJ.csv,2417,2417,0,13,0
META.csv,2417,2417,0,12,0
AMZN.csv,2417,2417,0,14,0
