Date,Close,High,Low,Open,Volume
2017-01-03,59.52923583984375,59.82396545409183,59.04456747534672,59.56198579562317,10360600
2017-01-04,58.87427520751953,59.699525102215134,58.78258132999131,59.67987712802217,9434200
2017-01-05,57.99665832519531,59.142837303978276,57.924612389630596,59.07079136841356,14443200
2017-01-06,57.9638786315918,58.278261188925754,57.51850625691774,58.1538173645938,16518100
2017-01-09,57.007659912109375,57.7805121109384,56.68673124389229,57.7805121109384,13762300
2017-01-10,56.28065490722656,57.184496975383276,56.26755791940244,57.09280306978519,13283100
2017-01-11,56.85699462890625,56.9486884979208,56.23478551817305,56.26098448031165,11183700
2017-01-12,56.54918670654297,57.23034501603576,56.37234988436904,57.15829908927593,10407000
2017-01-13,56.55574035644531,56.771878146880525,56.43784747047551,56.50334240780464,8415600
2017-01-17,57.21723556518555,57.23688354148712,56.49023046037492,56.70636819357637,13237300
2017-01-18,56.509883880615234,57.249991038887295,56.35924604982995,57.020751301439354,11831700
2017-01-19,55.49470520019531,56.39199626760804,55.40300629850854,56.306853355186874,16382900
2017-01-20,56.254451751708984,56.300298701098974,55.70428835902912,55.9597220766223,18739700
2017-01-23,55.651878356933594,56.24788856983682,55.50778654809454,56.1168987419513,11433900
2017-01-24,55.73048400878906,55.979371738913606,55.560198189900845,55.658443083531964,11858100
2017-01-25,55.89422607421875,56.24790470730968,55.835282133841794,55.89422607421875,9578500
2017-01-26,56.064517974853516,56.21516082028509,55.75014029291229,56.12346691330697,8779400
2017-01-27,56.00556564331055,56.162754460733154,55.697734003023726,55.86802480344796,10947900
2017-01-30,55.579837799072266,55.96626132636608,55.13446534570017,55.94661334998736,12789200
2017-01-31,54.94451141357422,55.71736325178453,54.44674116262332,55.69771528082896,19128100
2017-02-01,54.32231521606445,55.12136620381717,54.060330548399996,55.01657033797462,15111800
2017-02-02,54.65634536743164,54.70874330473611,54.066886062054564,54.499156552460576,12200100
2017-02-03,54.715293884277344,54.833186743853815,54.29612038288152,54.82008476115516,12746300
2017-02-06,54.56465530395508,54.78734405465206,54.31577257971039,54.721849126897425,9938200
2017-02-07,54.21097946166992,54.767698868325105,54.0013926840038,54.51226513919898,11705200
2017-02-08,53.854061126708984,54.27706756793602,53.64916375734607,54.191141075332865,14006300
2017-02-09,54.09198760986328,54.23079114203344,53.85405094396744,53.85405094396744,9603000
2017-02-10,54.54145050048828,54.70668757246855,54.28368107160988,54.36960757632618,8739800
2017-02-13,54.85869598388672,54.97766685158124,54.42907868151018,54.70667569191933,9071600
2017-02-14,54.73973083496094,54.92479552790112,54.237408780812814,54.7992187963401,11370500
2017-02-15,54.96446990966797,54.977686658558255,54.50180301633215,54.620773926888674,11768500
2017-02-16,54.39604187011719,55.13630066756272,54.31011537210307,54.93801922223332,10615000
2017-02-17,54.039127349853516,54.32333528337524,53.827624123230464,54.257236427914854,15646000
2017-02-21,54.12504577636719,54.296893714214484,53.735088772652084,54.277066075738716,16419600
2017-02-22,53.490543365478516,53.999471311504756,53.450888083164415,53.96642692378804,12917400
2017-02-23,54.052345275878906,54.34316410982515,53.5566341049077,53.814403510401945,13847000
2017-02-24,53.58967971801758,54.065563215090755,53.37817650183332,53.93337055332907,11338700
2017-02-27,53.893707275390625,54.00606723923196,53.41121295619888,53.62271614098468,13465900
2017-02-28,53.74831008911133,54.19114419485102,53.56985628501625,53.88710861288192,16834200
2017-03-01,54.87192916870117,55.0768265838427,53.99947755841613,53.99947755841613,17482100
2017-03-02,55.05701446533203,55.684913550628494,54.719929303710316,54.726540200936604,14170300
2017-03-03,54.50178146362305,55.25526191830549,54.36959385644977,55.056980507545575,12190400
2017-03-06,54.746337890625,54.792604060616206,54.41586380707802,54.4885685088691,9617200
2017-03-07,54.54145050048828,55.050383506063255,54.29029196642696,54.93141261253205,12711500
2017-03-08,53.55662155151367,54.44890044158935,53.54340480881169,54.429072806219565,16817700
2017-03-09,53.9796257019043,54.012675121254794,53.08073595601162,53.29885002140471,14721800
2017-03-10,53.93998718261719,54.508403082047074,53.642562486637935,54.48857544133312,11355200
2017-03-13,53.814414978027344,54.15811095368303,53.569867308855734,53.8672920577645,9571400
2017-03-14,53.53019332885742,53.688824527621875,53.16667484428338,53.536804222797926,11335700
2017-03-15,54.19773483276367,54.23739009826705,53.56983626333971,53.76811763348956,11970300
2017-03-16,54.2440071105957,54.32992854309215,53.97962687793204,54.21756858306599,9923800
2017-03-17,54.19773483276367,54.3695827209999,54.078763993620576,54.21756246551536,18834100
2017-03-20,54.19773483276367,54.224173357310235,53.82760557437758,54.01267020357062,7700300
2017-03-21,54.08539962768555,54.42909051875221,53.93337930265677,54.303513773000006,13387700
2017-03-22,54.039127349853516,54.257236427914854,53.82101322915749,54.17131497550491,11168400
2017-03-23,54.105224609375,54.34316638481301,53.84084429859555,53.95320429182044,8928000
2017-03-24,53.6888542175293,54.217610044575395,53.635977122033474,54.217610044575395,9128500
2017-03-27,53.7020378112793,53.82100868136658,53.39800226386386,53.41782990177269,8481200
2017-03-28,54.09198760986328,54.21095846412799,53.51035512381,53.748296832339435,11028600
